Index,Gender,Marital status,Age,Education,Income,Occupation,Settlement size
1605,1,1,23,1,64952,0,0
1606,0,1,27,1,66764,0,0
1607,1,0,38,1,67861,0,0
1608,0,0,44,1,113516,0,0
1609,1,1,42,1,46109,0,0
1610,1,1,25,1,103651,0,0
1611,0,1,40,1,75043,0,0
1612,1,1,24,1,116473,0,0
1613,1,0,39,1,96614,0,0
1614,0,0,24,0,66447,0,0
1615,1,0,50,1,119068,1,0
1616,1,1,28,1,122973,0,0
1617,1,1,36,1,81609,0,0
1618,0,0,36,1,105519,1,0
1619,1,1,40,1,86649,0,0
1620,1,0,31,0,76384,0,0
1621,0,1,27,1,67136,0,0
1622,1,1,35,1,93155,0,0
1623,0,0,51,1,124183,0,0
1624,1,0,26,0,64860,0,0
1625,0,0,33,1,87232,0,0
1626,1,1,27,1,92304,0,0
1627,0,0,38,1,84254,0,0
1628,1,0,30,0,106696,1,0
1629,0,0,28,0,113212,1,0
1630,0,0,23,0,71076,0,0
1631,1,1,23,1,114270,0,0
1632,1,1,26,1,125538,1,0
1633,1,1,21,1,92442,0,0
1634,1,0,36,1,75297,0,0
1635,1,1,24,1,65707,0,0
1636,0,0,41,1,120387,1,0
1637,0,0,42,1,120946,1,0
1638,0,0,27,0,73265,0,0
1639,0,1,40,1,77481,0,0
1640,1,1,34,1,91282,0,0
1641,0,0,40,1,104405,0,0
1642,0,0,33,1,99646,1,0
1643,1,0,49,1,97791,0,0
1644,0,0,28,0,81878,0,0
1645,1,1,26,1,107908,1,0
1646,1,0,40,1,98608,0,0
1647,0,0,47,1,95228,0,0
1648,1,1,41,1,128163,1,0
1649,1,1,29,1,94325,0,0
1650,1,1,37,1,90815,0,0
1651,0,0,31,0,120719,1,0
1652,0,0,35,1,110159,1,0
1653,0,0,35,1,124490,1,0
1654,1,1,29,1,75161,0,0
1655,1,0,37,1,127206,1,0
1656,0,0,37,1,83660,0,0
1657,1,1,26,1,87400,0,0
1658,1,1,28,1,78942,0,0
1659,1,1,23,1,88452,0,0
1660,0,0,38,1,104128,1,0
1661,1,1,30,1,100313,1,0
1662,1,0,45,1,107387,1,0
1663,0,0,24,0,84355,0,0
1664,1,0,35,1,112723,1,0
1665,1,1,41,1,115892,1,0
1666,0,1,30,1,106597,1,0
1667,1,1,30,1,121327,1,0
1668,1,1,26,1,92559,0,0
1669,1,1,25,1,87537,0,0
1670,1,1,23,1,70569,0,0
1671,1,1,27,1,85294,0,0
1672,1,0,26,0,70905,0,0
1673,0,0,25,0,103716,0,0
1674,0,1,27,1,94947,1,0
1675,1,0,42,1,80116,0,0
1676,0,0,35,1,86492,0,0
1677,1,1,25,1,88672,0,0
1678,1,1,26,1,82984,0,0
1679,0,0,38,1,128100,1,0
1680,1,0,28,0,72869,0,0
1681,0,1,33,1,112227,1,0
1682,1,0,40,1,94674,0,0
1683,1,1,23,1,101003,1,0
1684,1,0,25,0,112924,1,0
1685,1,0,28,0,108645,0,0
1686,0,0,41,1,69415,0,0
1687,1,0,50,1,112204,0,0
1688,1,1,23,1,109700,1,0
1689,1,1,26,1,104484,1,0
1690,1,1,22,1,61239,0,0
1691,0,0,37,1,119602,0,0
1692,1,0,38,1,81014,0,0
1693,1,1,22,1,68165,0,0
1694,1,0,30,0,88652,0,0
1695,0,0,38,1,75705,0,0
1696,1,1,36,1,104189,1,0
1697,0,0,41,1,71603,0,0
1698,1,1,29,1,121914,1,0
1699,1,1,31,1,106637,1,0
1700,1,0,31,0,99800,1,0
1701,1,0,21,0,67629,0,0
1702,0,0,32,0,120354,1,0
1703,1,1,35,1,122110,1,0
1704,0,0,29,0,89170,0,0
1705,1,0,34,1,109195,1,0
1706,1,0,38,1,92392,0,0
1707,1,1,33,1,43805,0,0
1708,1,1,28,1,68389,0,0
1709,1,1,28,1,112521,1,0
1710,0,0,21,0,59255,0,0
1711,1,1,29,1,98612,0,0
1712,1,1,26,1,70649,0,0
1713,1,0,40,1,95228,0,0
1714,1,0,25,0,46865,0,0
1715,0,1,20,1,101688,1,0
1716,1,1,23,1,62618,0,0
1717,1,0,27,0,102531,1,0
1718,1,0,36,1,100737,1,0
1719,1,1,25,1,107321,1,0
1720,1,1,25,1,112879,0,0
1721,1,1,34,1,125372,0,0
1722,1,0,24,0,69419,0,0
1723,1,0,36,1,124759,1,0
1724,1,0,40,1,79076,0,0
1725,0,0,39,1,84779,0,0
1726,1,0,42,1,77393,0,0
1727,0,0,35,1,113187,0,0
1728,1,1,27,1,99100,1,0
1729,0,0,27,0,64954,0,0
1730,1,1,23,1,103244,1,0
1731,1,1,32,1,124975,1,0
1732,0,1,28,1,133582,1,0
1733,0,0,22,0,103519,1,0
1734,0,0,31,0,117813,1,0
1735,1,1,22,1,119902,1,0
1736,0,0,23,0,70783,0,0
1737,1,1,35,1,125470,0,0
1738,1,1,26,1,109782,0,0
1739,1,1,28,1,78322,0,0
1740,0,0,54,1,125517,1,0
1741,1,0,49,1,102463,0,0
1742,1,0,38,1,89309,0,0
1743,1,0,47,1,110287,1,0
1744,1,0,49,1,122391,0,0
1745,1,1,30,1,116399,1,0
1746,1,0,32,0,81907,0,0
1747,1,1,24,1,97909,0,0
1748,1,0,25,0,68051,0,0
1749,0,0,33,1,82414,0,0
1750,1,1,34,1,123089,1,0
1751,1,1,24,1,66537,0,0
1752,1,0,36,1,127926,0,0
1753,1,0,41,1,78963,0,0
1754,0,1,33,1,108694,1,0
1755,1,1,26,1,100892,1,0
1756,1,0,36,1,119560,1,0
1757,1,0,35,1,116176,0,0
1758,0,0,29,0,111854,1,0
1759,1,1,26,1,69831,0,0
1760,0,0,31,0,69375,0,0
1761,0,1,26,1,71310,0,0
1762,0,0,47,1,73913,0,0
1763,0,1,20,1,95492,1,0
1764,0,0,45,1,109329,0,0
1765,0,0,36,1,116027,1,0
1766,0,1,31,1,81987,0,0
1767,1,0,41,1,83481,0,0
1768,1,0,31,0,72361,0,0
1769,1,1,27,1,106625,0,0
1770,1,1,32,1,123707,1,0
1771,1,0,43,1,79353,0,0
1772,1,0,32,0,68347,0,0
1773,1,1,29,1,115832,1,0
1774,0,0,37,1,89946,0,0
1775,1,0,35,1,86319,0,0
1776,1,1,23,1,70963,0,0
1777,0,0,40,1,106120,1,0
1778,1,1,26,1,97856,1,0
1779,0,0,28,0,61824,0,0
1780,1,1,40,1,103907,1,0
1781,1,1,26,1,99953,0,0
1782,1,1,23,1,113413,1,0
1783,0,0,26,0,107091,0,0
1784,0,0,26,0,124783,1,0
1785,1,0,49,1,92281,0,0
1786,1,1,26,1,96219,1,0
1787,1,0,35,1,86221,0,0
1788,1,1,24,1,80962,0,0
1789,1,0,46,1,78754,0,0
1790,0,0,26,0,60026,0,0
1791,0,0,47,1,88157,0,0
1792,0,0,27,0,59881,0,0
1793,0,1,41,1,112818,1,0
1794,1,1,29,1,102250,1,0
1795,1,1,28,1,38980,0,0
1796,1,1,33,1,81807,0,0
1797,1,0,50,1,93148,0,0
1798,1,1,32,1,108032,1,0
1799,0,1,31,1,89335,0,0
1800,0,0,52,1,95639,0,0
1801,0,0,53,1,124902,1,0
1802,1,1,34,1,87801,0,0
1803,1,1,22,1,92538,1,0
1804,0,1,33,1,83687,0,0
1805,0,0,32,0,128310,1,0
1806,1,0,45,1,104754,0,0
1807,0,1,25,1,68222,0,0
1808,1,1,41,1,97006,0,0
1809,1,0,36,1,107372,0,0
1810,1,1,27,1,110511,1,0
1811,0,0,40,1,72193,0,0
1812,1,0,37,1,95972,0,0
1813,0,0,35,1,105556,0,0
1814,0,0,34,1,88701,0,0
1815,1,0,28,0,117710,1,0
1816,1,0,44,1,76057,0,0
1817,0,1,27,1,100392,1,0
1818,1,0,50,1,113308,1,0
1819,1,1,18,1,100924,1,0
1820,1,0,25,0,72188,0,0
1821,1,1,40,1,70431,0,0
1822,0,1,28,1,110103,1,0
1823,1,1,23,1,60825,0,0
1824,1,1,35,1,75100,0,0
1825,1,1,28,1,129327,1,0
1826,1,0,23,0,95541,1,0
1827,0,1,34,1,112777,1,0
1828,1,1,29,1,51496,0,0
1829,1,0,35,1,102781,1,0
1830,1,1,32,1,87494,0,0
1831,1,0,46,1,72728,0,0
1832,1,1,27,1,114775,1,0
1833,1,1,25,1,124359,1,0
1834,1,1,27,1,101620,0,0
1835,1,1,24,1,87964,0,0
1836,1,0,33,0,69523,0,0
1837,1,1,24,1,109486,1,0
1838,1,0,28,0,77206,0,0
1839,1,0,35,1,53608,0,0
1840,1,1,30,1,118677,1,0
1841,0,0,43,1,116512,1,0
1842,0,1,21,1,114756,0,0
1843,1,1,24,1,65852,0,0
1844,0,0,34,1,75626,0,0
1845,1,1,26,1,127455,1,0
1846,0,0,37,1,107073,1,0
1847,1,1,32,1,82196,0,0
1848,1,1,33,1,106741,0,0
1849,0,1,28,1,94518,1,0
1850,1,1,30,1,114430,1,0
1851,1,1,26,1,57165,0,0
1852,1,0,25,0,109610,0,0
1853,0,0,33,0,113619,1,0
1854,1,1,30,1,93854,1,0
1855,1,1,26,1,129022,1,0
1856,0,1,23,1,66804,0,0
1857,0,1,25,1,62689,0,0
1858,1,0,40,1,67619,0,0
1859,0,0,46,1,113495,0,0
1860,1,1,43,1,48632,0,0
1861,1,1,22,1,107394,0,0
1862,0,1,39,1,72385,0,0
1863,1,1,27,1,115934,0,0
1864,0,0,40,1,93183,0,0
1865,0,0,24,0,63506,0,0
1866,1,0,52,1,113619,1,0
1867,1,1,30,1,121399,0,0
1868,1,1,34,1,78281,0,0
1869,1,0,38,1,103926,1,0
1870,0,1,39,1,89097,0,0
1871,1,0,29,0,80852,0,0
1872,0,1,25,1,65207,0,0
1873,1,1,35,1,93495,0,0
1874,0,0,53,1,121970,0,0
1875,0,0,26,0,62027,0,0
1876,0,0,33,1,88602,0,0
1877,0,1,29,1,89914,0,0
1878,0,0,39,1,83342,0,0
1879,0,0,29,0,103439,1,0
1880,0,0,26,0,115451,1,0
1881,0,0,24,0,68250,0,0
1882,1,1,21,1,113630,0,0
1883,1,1,26,1,125880,1,0
1884,1,1,20,1,91177,0,0
1885,1,0,35,1,73266,0,0
1886,1,1,24,1,69021,0,0
1887,1,0,40,1,122593,1,0
1888,1,0,44,1,122180,1,0
1889,0,0,29,0,75160,0,0
1890,1,1,39,1,81973,0,0
1891,1,1,35,1,92194,0,0
1892,0,0,42,1,107380,0,0
1893,1,0,32,1,98023,1,0
1894,0,0,48,1,94868,0,0
1895,0,0,26,0,83442,0,0
1896,1,1,26,1,109887,1,0
1897,0,0,42,1,98876,0,0
1898,0,0,48,1,94962,0,0
1899,1,1,42,1,130740,1,0
1900,1,1,27,1,94095,0,0
1901,1,1,37,1,95071,0,0
1902,0,0,33,0,117308,1,0
1903,0,0,33,1,112093,1,0
1904,1,0,37,1,123893,1,0
1905,1,1,31,1,80189,0,0
1906,0,0,39,1,124089,1,0
1907,1,0,40,1,82673,0,0
1908,1,1,28,1,88858,0,0
1909,1,1,26,1,80540,0,0
1910,1,1,24,1,84228,0,0
1911,0,0,40,1,103963,1,0
1912,1,1,29,1,102397,1,0
1913,0,0,43,1,111563,1,0
1914,0,0,23,0,88260,0,0
1915,1,0,34,1,114767,1,0
1916,1,1,42,1,113275,1,0
1917,1,1,33,1,104755,1,0
1918,1,1,32,1,120525,1,0
1919,1,1,26,1,96082,0,0
1920,1,1,23,1,87227,0,0
1921,1,1,26,1,69333,0,0
1922,1,1,27,1,87777,0,0
1923,0,0,24,0,70978,0,0
1924,0,0,27,0,104196,0,0
1925,1,1,26,1,97551,1,0
1926,1,0,42,1,78979,0,0
1927,1,0,37,1,82500,0,0
1928,1,1,26,1,86306,0,0
1929,1,1,24,1,78762,0,0
1930,1,0,39,1,125543,1,0
1931,0,0,26,0,70336,0,0
1932,0,1,35,1,112975,1,0
1933,0,0,38,1,96681,0,0
1934,1,1,24,1,98922,1,0
1935,1,0,26,0,109250,1,0
1936,0,0,25,0,108960,0,0
1937,0,0,40,1,71302,0,0
1938,1,0,48,1,107757,0,0
1939,1,1,22,1,111600,1,0
1940,1,1,25,1,102974,1,0
1941,0,1,24,1,63442,0,0
1942,0,0,39,1,118913,0,0
1943,0,0,39,1,80987,0,0
1944,1,1,21,1,68790,0,0
1945,1,0,27,0,86462,0,0
1946,0,0,40,1,76881,0,0
1947,1,1,37,1,107409,1,0
1948,1,0,42,1,69114,0,0
1949,1,1,31,1,119167,1,0
1950,1,1,31,1,102018,1,0
1951,0,0,30,0,97680,1,0
1952,1,0,23,0,65062,0,0
1953,0,0,33,0,118144,1,0
1954,1,1,37,1,124548,1,0
1955,1,0,29,0,85637,0,0
1956,1,0,31,1,113108,1,0
1957,0,0,39,1,93554,0,0
1958,1,1,33,1,42516,0,0
1959,0,1,26,1,72429,0,0
1960,1,1,27,1,110154,1,0
1961,1,0,20,0,60965,0,0
1962,1,1,27,1,100618,0,0
1963,1,1,26,1,71021,0,0
1964,0,0,40,1,94189,0,0
1965,0,0,24,0,44742,0,0
1966,1,1,22,1,103201,1,0
1967,1,1,24,1,62335,0,0
1968,1,0,27,0,103787,1,0
1969,0,0,35,1,99401,1,0
1970,0,1,27,1,105197,1,0
1971,1,1,25,1,115566,0,0
1972,1,1,34,1,125843,0,0
1973,1,0,24,0,67936,0,0
1974,1,0,34,1,120863,1,0
1975,0,0,42,1,77317,0,0
1976,1,0,38,1,84653,0,0
1977,0,0,42,1,81606,0,0
1978,1,0,35,1,113380,0,0
1979,1,1,27,1,100644,1,0
1980,0,0,25,0,64037,0,0
1981,1,1,23,1,101350,1,0
1982,1,1,34,1,126334,1,0
1983,1,1,28,1,130877,1,0
1984,0,0,21,0,103470,1,0
1985,1,0,32,0,114588,1,0
1986,1,1,21,1,120682,1,0
1987,0,0,25,0,66628,0,0
1988,1,1,35,1,124447,0,0
1989,1,1,25,1,106567,0,0
1990,1,1,31,1,78758,0,0
1991,0,0,54,1,128537,1,0
1992,1,0,51,1,101074,0,0
1993,1,0,38,1,87670,0,0
1994,0,0,45,1,113414,1,0
1995,1,0,47,1,123525,0,0
1996,1,1,27,1,117744,1,0
1997,0,0,31,0,86400,0,0
1998,1,1,24,1,97968,0,0
1999,0,0,25,0,68416,0,0
